eventType,eventID,parentEventID,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,informationWithheld,dataGeneralizations,samplingProtocol,eventDate,eventRemarks,locationID,continent,countryCode,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferenceRemarks,collectionCode,basisOfRecord,recordedBy,individualCount,sex,lifeStage,behavior,occurrenceStatus,occurrenceRemarks,scientificName,kingdom,phylum,class,order,taxonRank,vernacularName,nomenclaturalCode
occurrence,INBO:MEETNET:OCC:0797314,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797315,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797316,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797317,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797318,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797308,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797309,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,3,female,adult,present,present,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797310,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797311,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0797312,INBO:MEETNET:EVENT:247133,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895944,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,9,male,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895945,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,6,female,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895946,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895947,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895948,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0895949,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896052,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896053,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896054,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896055,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896046,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896047,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896048,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896049,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896050,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,4,female,adult,present,present,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896051,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx splendens,Animalia,Arthropoda,Insecta,Odonata,species,Weidebeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896040,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896041,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896042,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,4,male,adult,present,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896043,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896044,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,8,unknown,adult,present,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896045,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896034,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896035,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896036,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896037,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896038,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896039,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896028,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896029,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896030,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896031,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896032,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896033,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
occurrence,INBO:MEETNET:OCC:0896022,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896023,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896024,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896025,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896026,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896027,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896016,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896017,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896018,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896019,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896020,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896021,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Somatochlora metallica,Animalia,Arthropoda,Insecta,Odonata,species,Metaalglanslibel,ICZN
occurrence,INBO:MEETNET:OCC:0896010,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896011,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896012,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896013,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896014,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896015,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Ceriagrion tenellum,Animalia,Arthropoda,Insecta,Odonata,species,Koraaljuffer,ICZN
occurrence,INBO:MEETNET:OCC:0896004,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896005,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896006,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896007,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896008,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896009,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895998,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895999,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0896000,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896001,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896002,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0896003,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
occurrence,INBO:MEETNET:OCC:0895992,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895993,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895994,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895995,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895996,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895997,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895986,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895987,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895988,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895989,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895990,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895991,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Cordulegaster boltonii,Animalia,Arthropoda,Insecta,Odonata,species,Gewone bronlibel,ICZN
occurrence,INBO:MEETNET:OCC:0895980,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Libellula fulva,Animalia,Arthropoda,Insecta,Odonata,species,Bruine korenbout,ICZN
occurrence,INBO:MEETNET:OCC:0895981,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Libellula fulva,Animalia,Arthropoda,Insecta,Odonata,species,Bruine korenbout,ICZN
occurrence,INBO:MEETNET:OCC:0895982,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Libellula fulva,Animalia,Arthropoda,Insecta,Odonata,species,Bruine korenbout,ICZN
occurrence,INBO:MEETNET:OCC:0895983,INBO:MEETNET:EVENT:281094,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Libellula fulva,Animalia,Arthropoda,Insecta,Odonata,species,Bruine korenbout,ICZN
